user_id,age_group,location,device_type,suscription_type,days_since_registration,total_purchases,avg_order_value,last_purchase_days,session_last_30_days,time_on_site_minutes,pages_per_session,cart_abandonment_rate,purchase_frequency,dar_promocion
user_000256,46-55,,Móvil,Premium,110,36,340.32,29.0,7,89.2,1.0,,9.82,1
user_000257,26-35,Córdoba,Móvil,Free,359,2,280.9,167.0,13,27.7,5.7,0.916,0.17,1
user_000258,26-35,Buenos Aires,Móvil,Basic,202,3,97.88,132.0,1,,2.3,0.465,,1
user_000259,46-55,Buenos Aires,Móvil,Basic,221,23,108.33,144.0,25,37.2,12.8,,3.12,1
user_000260,56+,Otros,Desktop,Premium,63,34,382.64,62.0,4,,8.8,0.233,16.19,1
user_000261,36-45,Rosario,Móvil,Free,188,48,332.08,78.0,3,25.4,19.7,0.42,7.66,1
user_000262,56+,Buenos Aires,Móvil,Free,335,14,449.67,133.0,13,84.4,8.1,0.975,1.25,1
user_000263,36-45,Córdoba,Desktop,Free,322,37,288.23,111.0,21,115.7,5.5,0.261,3.45,0
user_000264,56+,Córdoba,Desktop,Free,204,28,143.26,19.0,30,25.1,15.8,0.585,4.12,0
user_000265,18-25,Córdoba,Móvil,Free,286,22,482.67,53.0,14,37.7,6.0,0.12,2.31,1
user_000266,46-55,Buenos Aires,Desktop,Basic,285,13,419.6,83.0,4,11.9,5.7,0.356,1.37,1
user_000267,18-25,Buenos Aires,Desktop,Free,103,25,428.75,142.0,23,,2.8,0.102,7.28,0
user_000268,18-25,Buenos Aires,Desktop,Free,294,12,413.6,95.0,21,76.0,13.2,,1.22,1
user_000269,56+,Buenos Aires,Tablet,Free,233,41,227.28,32.0,2,108.7,16.8,,5.28,1
user_000270,56+,Buenos Aires,Tablet,Basic,344,46,203.55,7.0,12,82.3,4.3,0.215,,0
user_000271,26-35,Córdoba,Móvil,Basic,270,39,130.43,75.0,15,50.0,11.5,,4.33,0
user_000272,26-35,Córdoba,Desktop,Premium,222,15,319.07,139.0,25,3.3,8.3,0.713,2.03,0
user_000273,36-45,Córdoba,Tablet,Basic,120,24,142.51,6.0,10,72.1,1.6,0.811,6.0,1
user_000274,18-25,Otros,Móvil,Premium,222,14,487.25,25.0,7,79.2,6.1,0.816,1.89,0
user_000275,46-55,Otros,Móvil,Enterprise,337,24,183.85,44.0,5,29.1,7.0,0.738,2.14,0
user_000276,56+,Buenos Aires,Desktop,Premium,182,36,79.63,48.0,26,118.6,17.8,0.492,,1
user_000277,18-25,Buenos Aires,Móvil,Basic,207,1,267.96,0.0,10,110.2,4.8,0.13,0.14,0
user_000278,56+,La Plata,Móvil,Free,275,37,355.3,36.0,24,14.2,11.0,0.365,4.04,0
user_000279,26-35,Otros,Móvil,Free,328,19,168.08,40.0,23,113.9,16.0,0.961,1.74,1
user_000280,26-35,Mendoza,Móvil,Premium,33,39,395.63,57.0,21,71.1,4.3,0.307,,1
user_000281,26-35,Buenos Aires,Móvil,Premium,13,36,201.88,145.0,1,22.7,7.0,0.809,36.0,0
user_000282,26-35,Rosario,Tablet,Free,52,47,48.13,88.0,10,21.0,17.8,0.089,,0
user_000283,36-45,Mendoza,Móvil,Free,3,13,132.28,17.0,11,31.5,3.1,,,0
user_000284,26-35,Córdoba,Móvil,Basic,168,24,182.1,96.0,3,99.6,16.0,0.578,4.29,0
user_000285,26-35,Córdoba,Desktop,Free,14,1,166.17,26.0,2,41.7,17.9,0.161,1.0,0
user_000286,,La Plata,Móvil,Basic,327,39,447.68,180.0,0,52.3,13.4,0.607,3.58,0
user_000287,18-25,Buenos Aires,Móvil,Free,143,44,281.52,138.0,8,79.6,6.7,,,0
user_000288,36-45,La Plata,Móvil,Free,164,27,52.94,169.0,20,72.4,4.8,0.026,4.94,0
user_000289,36-45,Otros,Móvil,Free,278,50,204.76,125.0,28,79.7,2.7,0.544,,0
user_000290,26-35,Córdoba,Móvil,Free,271,28,237.88,57.0,26,33.0,2.2,0.752,3.1,1
user_000291,,Rosario,Desktop,Basic,24,48,298.97,141.0,1,101.1,16.5,0.419,48.0,1
user_000292,,,Móvil,Free,91,19,48.69,8.0,16,69.0,10.8,0.571,6.26,1
user_000293,18-25,Otros,Móvil,Premium,48,10,486.36,49.0,4,6.1,2.5,0.683,6.25,0
user_000294,56+,Rosario,Desktop,Free,262,46,457.95,17.0,2,47.2,8.5,,5.27,0
user_000295,36-45,Otros,Móvil,Premium,224,37,266.06,107.0,3,50.3,3.8,,4.96,1
user_000296,56+,Rosario,Móvil,Free,314,34,441.27,105.0,8,46.6,10.2,0.609,3.25,0
user_000297,18-25,Córdoba,Desktop,Basic,346,25,29.0,84.0,22,29.3,15.2,0.921,2.17,0
user_000298,18-25,La Plata,Móvil,Free,175,31,430.54,175.0,3,116.7,5.3,0.3,,1
user_000299,46-55,Buenos Aires,Desktop,Basic,139,5,102.09,54.0,29,99.1,15.1,0.759,1.08,1
user_000300,46-55,Córdoba,Móvil,Free,174,32,207.66,134.0,28,68.7,4.3,0.875,5.52,0
user_000301,46-55,Buenos Aires,Móvil,Premium,263,45,107.56,94.0,26,56.2,8.5,0.923,5.13,1
user_000302,18-25,Córdoba,Móvil,Free,17,30,297.57,89.0,11,20.5,18.0,0.749,30.0,0
user_000303,18-25,Buenos Aires,Móvil,Premium,13,49,482.81,56.0,20,27.8,4.9,0.652,,0
user_000304,18-25,Mendoza,Desktop,Free,103,8,327.21,153.0,25,2.0,5.8,0.805,2.33,1
user_000305,36-45,Mendoza,Móvil,Premium,209,22,234.91,55.0,14,37.0,10.9,0.624,3.16,1
user_000306,18-25,Córdoba,Desktop,Premium,66,23,285.11,152.0,19,34.6,14.0,0.482,10.45,0
user_000307,56+,Rosario,Desktop,Free,193,45,476.57,166.0,9,23.4,10.8,0.24,6.99,1
user_000308,46-55,La Plata,Desktop,Basic,336,43,78.57,6.0,20,60.2,6.6,0.907,3.84,0
user_000309,26-35,Buenos Aires,Desktop,Basic,158,12,178.15,56.0,21,64.6,15.9,0.907,2.28,1
user_000310,26-35,Buenos Aires,Móvil,Basic,22,35,98.76,24.0,15,16.2,5.9,,35.0,1
user_000311,56+,La Plata,Desktop,Free,272,14,374.66,78.0,13,94.8,7.3,0.261,1.54,1
user_000312,26-35,Buenos Aires,Móvil,Basic,215,37,472.71,18.0,15,106.8,10.5,0.867,5.16,1
user_000313,,Córdoba,Desktop,Free,170,12,177.91,145.0,28,108.9,9.7,0.316,2.12,1
user_000314,46-55,Córdoba,Desktop,Free,273,40,38.43,115.0,8,25.9,15.7,0.576,,1
user_000315,26-35,Mendoza,Móvil,Basic,284,40,220.41,109.0,30,57.8,1.1,0.534,4.23,0
user_000316,56+,La Plata,,Basic,174,1,341.61,160.0,23,30.6,14.2,0.344,,0
user_000317,18-25,Córdoba,Móvil,Free,299,2,156.12,74.0,14,87.6,12.3,0.338,0.2,1
user_000318,56+,Buenos Aires,Tablet,Free,14,12,90.79,103.0,0,28.2,14.8,0.131,12.0,1
user_000319,36-45,Buenos Aires,Móvil,Basic,354,2,193.84,163.0,8,92.8,12.8,0.594,0.17,1
user_000320,36-45,Rosario,Móvil,Basic,341,26,227.71,31.0,17,,14.3,,2.29,1
user_000321,36-45,Buenos Aires,Desktop,Basic,14,17,315.17,179.0,4,50.8,18.1,0.512,17.0,1
user_000322,18-25,Buenos Aires,Móvil,Free,49,12,391.2,,6,43.6,8.8,,7.35,0
user_000323,26-35,Buenos Aires,Tablet,Free,85,0,16.25,999.0,2,108.9,16.9,0.669,0.0,0
user_000324,56+,,Móvil,,289,16,325.73,116.0,9,32.4,2.0,,1.66,1
user_000325,46-55,Córdoba,Desktop,Basic,345,7,56.55,11.0,0,102.4,13.6,,0.61,1
user_000326,46-55,Otros,Móvil,Premium,182,23,409.33,46.0,3,48.7,19.3,0.272,,0
user_000327,36-45,Córdoba,Móvil,Premium,168,10,65.4,178.0,23,8.0,18.9,0.159,1.79,1
user_000328,56+,Córdoba,Móvil,Basic,152,39,196.08,91.0,19,4.4,14.0,0.839,7.7,1
user_000329,26-35,Córdoba,Desktop,Basic,299,4,138.19,80.0,0,,13.9,0.768,,0
user_000330,36-45,Buenos Aires,Tablet,Premium,70,33,266.32,179.0,19,12.3,13.6,0.249,14.14,1
user_000331,36-45,Rosario,Móvil,Premium,188,39,36.74,164.0,29,19.7,17.1,0.852,6.22,1
user_000332,18-25,Córdoba,Móvil,Enterprise,281,3,258.4,140.0,20,46.1,16.5,0.079,0.32,0
user_000333,,Córdoba,Desktop,Basic,138,7,490.53,167.0,0,13.2,8.8,0.557,1.52,1
user_000334,46-55,Mendoza,Tablet,Basic,365,32,285.54,167.0,21,55.3,7.5,,2.63,1
user_000335,,Buenos Aires,Desktop,Basic,251,45,332.01,115.0,3,12.6,13.5,0.002,,0
user_000336,,Otros,Móvil,Basic,184,44,62.1,42.0,15,17.7,14.6,0.722,7.17,0
user_000337,26-35,Buenos Aires,Móvil,Premium,311,13,233.95,48.0,22,41.2,15.4,0.047,1.25,0
user_000338,46-55,Rosario,Desktop,Basic,41,42,298.76,129.0,4,115.7,1.1,0.736,30.73,1
user_000339,56+,La Plata,Móvil,Basic,82,11,348.99,44.0,23,98.0,3.0,0.658,4.02,1
user_000340,46-55,Córdoba,Móvil,Enterprise,55,44,383.56,70.0,12,115.7,19.4,0.453,,0
user_000341,18-25,Rosario,Desktop,Basic,297,44,278.42,80.0,22,88.7,11.5,0.217,,0
user_000342,36-45,Buenos Aires,Móvil,Basic,258,45,328.54,45.0,16,65.6,13.1,0.71,5.23,1
user_000343,36-45,Rosario,Tablet,Premium,185,43,376.46,136.0,9,105.4,9.0,0.013,6.97,0
user_000344,18-25,Buenos Aires,Desktop,Free,311,48,394.91,73.0,21,30.8,16.9,0.691,4.63,1
user_000345,26-35,Córdoba,Móvil,Basic,214,39,435.34,143.0,27,27.7,13.3,0.389,5.47,1
user_000346,46-55,Mendoza,Móvil,Basic,104,24,199.9,175.0,10,,2.0,,,0
user_000347,36-45,Mendoza,Desktop,Premium,262,40,355.27,165.0,11,90.9,11.4,0.603,4.58,0
user_000348,,Buenos Aires,Desktop,Free,266,11,370.19,30.0,12,,6.3,0.264,1.24,1
user_000349,36-45,Buenos Aires,Móvil,Premium,283,9,29.57,82.0,19,7.1,18.7,0.616,0.95,0
user_000350,26-35,Mendoza,Móvil,Free,27,45,165.75,56.0,30,,2.3,0.505,45.0,1
user_000351,36-45,Córdoba,Móvil,Premium,153,42,172.62,92.0,9,27.0,15.3,0.53,,0
user_000352,46-55,Otros,Móvil,Basic,78,28,127.77,164.0,19,110.3,5.6,0.04,,0
user_000353,26-35,Mendoza,Móvil,Free,201,46,148.59,132.0,26,92.7,10.8,0.509,6.87,0
user_000354,18-25,La Plata,Móvil,Basic,116,6,92.02,137.0,17,1.9,2.2,0.67,1.55,0
user_000355,46-55,Córdoba,Móvil,Basic,256,44,440.53,111.0,20,98.2,2.4,0.686,5.16,0
user_000356,26-35,Buenos Aires,Móvil,Free,353,50,133.43,18.0,18,98.8,18.3,0.408,4.25,1
user_000357,,Córdoba,Móvil,Basic,135,34,12.89,158.0,2,91.0,12.1,,7.56,1
user_000358,26-35,Córdoba,Móvil,Basic,328,38,52.39,112.0,12,48.0,13.6,0.474,3.48,0
user_000359,26-35,Mendoza,Desktop,Premium,92,18,480.47,36.0,9,,18.4,0.795,5.87,0
user_000360,26-35,Otros,Móvil,Basic,34,7,30.47,146.0,19,47.9,11.4,,6.18,0
user_000361,36-45,Otros,Móvil,Basic,258,41,427.21,36.0,5,22.9,12.7,0.253,4.77,1
user_000362,18-25,Mendoza,Desktop,Premium,307,35,236.02,140.0,2,35.6,2.3,0.098,3.42,0
user_000363,26-35,Buenos Aires,Móvil,Basic,68,6,149.72,17.0,28,24.0,10.2,0.328,,0
user_000364,26-35,Rosario,Móvil,Free,28,20,479.74,43.0,0,38.3,15.9,,20.0,1
user_000365,26-35,,Móvil,Premium,37,30,236.8,91.0,24,37.4,11.5,0.176,24.32,0
user_000366,18-25,Buenos Aires,Desktop,Premium,55,12,138.98,160.0,2,87.6,17.9,0.85,6.55,0
user_000367,18-25,Rosario,Móvil,Basic,42,2,280.28,139.0,28,119.8,10.0,,1.43,1
user_000368,26-35,La Plata,Móvil,Premium,178,8,237.7,130.0,2,48.2,10.5,,1.35,1
user_000369,36-45,Mendoza,,Free,51,36,474.87,168.0,27,116.2,15.0,,21.18,1
user_000370,18-25,Mendoza,Móvil,Free,182,14,30.98,,16,109.0,7.9,0.47,,0
user_000371,46-55,Buenos Aires,Desktop,Free,133,33,320.45,70.0,26,89.3,12.0,,7.44,1
user_000372,,Córdoba,Desktop,Premium,173,33,133.28,57.0,16,49.3,16.5,0.345,5.72,1
user_000373,46-55,Buenos Aires,Desktop,Basic,119,14,47.77,164.0,8,26.2,4.6,0.362,3.53,0
user_000374,36-45,Córdoba,Móvil,Free,305,43,244.62,53.0,18,20.2,16.8,0.022,4.23,1
user_000375,18-25,Rosario,Móvil,Basic,343,36,81.96,42.0,8,110.8,10.8,0.405,,1
user_000376,36-45,La Plata,Desktop,Premium,77,5,116.13,155.0,15,104.2,4.2,0.83,,0
user_000377,18-25,Rosario,Desktop,Basic,58,32,139.62,175.0,10,,12.3,0.069,16.55,0
user_000378,,Buenos Aires,Móvil,Premium,172,32,345.34,38.0,19,12.5,10.0,0.615,5.58,0
user_000379,46-55,Córdoba,Desktop,Free,346,42,73.86,154.0,17,99.5,18.0,0.775,3.64,0
user_000380,26-35,Córdoba,Desktop,Basic,33,27,122.45,123.0,25,92.5,7.7,0.805,24.55,1
user_000381,36-45,Córdoba,Móvil,Premium,9,5,148.8,139.0,13,31.7,1.1,,5.0,0
user_000382,36-45,Buenos Aires,Móvil,Basic,362,44,404.1,104.0,11,13.7,9.1,0.585,3.65,1
user_000383,46-55,Córdoba,Móvil,Free,232,43,204.75,52.0,13,66.7,11.6,,5.56,1
user_000384,36-45,Buenos Aires,Móvil,Free,79,45,205.08,35.0,27,103.8,3.3,0.23,17.09,0
user_000385,56+,Buenos Aires,Móvil,Premium,7,35,310.87,175.0,22,,8.4,0.636,35.0,0
user_000386,46-55,Córdoba,Desktop,Free,319,16,118.67,20.0,19,,8.3,0.984,1.5,1
user_000387,36-45,Buenos Aires,Tablet,Free,51,49,411.91,163.0,15,53.2,4.8,0.657,28.82,0
user_000388,26-35,Buenos Aires,Móvil,Basic,100,14,311.44,172.0,1,43.8,13.4,,4.2,0
user_000389,56+,Mendoza,Móvil,Free,321,37,108.15,3.0,23,,18.5,0.55,3.46,0
user_000390,56+,Buenos Aires,Tablet,Free,79,38,481.9,116.0,29,49.1,1.1,0.175,,1
user_000391,18-25,Buenos Aires,Móvil,Premium,106,32,478.79,137.0,26,95.4,5.8,0.443,9.06,0
user_000392,36-45,Mendoza,Desktop,Enterprise,172,29,343.98,150.0,27,4.3,3.2,0.068,5.06,0
user_000393,46-55,Buenos Aires,Desktop,Premium,41,26,478.17,132.0,17,,16.8,0.248,19.02,0
user_000394,26-35,Mendoza,Móvil,Basic,318,11,243.51,90.0,6,107.4,6.1,0.947,1.04,0
user_000395,56+,Buenos Aires,Desktop,Free,16,15,437.64,52.0,7,25.1,5.7,,15.0,0
user_000396,46-55,Buenos Aires,Móvil,Enterprise,286,31,310.78,138.0,30,6.0,10.2,0.621,3.25,1
user_000397,46-55,La Plata,Móvil,Free,113,11,492.35,130.0,8,48.3,15.3,,2.92,0
user_000398,46-55,Córdoba,Móvil,Basic,96,25,431.6,44.0,14,117.2,14.3,0.46,7.81,0
user_000399,18-25,Rosario,Móvil,Free,13,23,310.26,66.0,5,66.3,5.5,0.471,23.0,0
user_000400,26-35,Buenos Aires,Móvil,Basic,52,48,192.43,102.0,8,54.6,11.9,0.979,27.69,0
user_000401,26-35,Buenos Aires,Móvil,Free,14,27,429.59,50.0,4,96.2,15.0,0.473,,0
user_000402,18-25,Córdoba,Tablet,Premium,361,33,271.65,80.0,25,58.9,5.8,0.859,2.74,1
user_000403,26-35,Rosario,Móvil,,341,30,421.1,24.0,14,89.6,5.9,0.36,2.64,0
user_000404,56+,Buenos Aires,Móvil,Free,80,43,481.93,50.0,18,69.5,13.3,0.175,16.12,1
user_000405,26-35,Rosario,Móvil,Premium,220,5,196.72,73.0,14,,3.8,0.168,,1
user_000406,26-35,Rosario,Móvil,Premium,193,5,89.38,58.0,10,38.7,6.5,,0.78,0
user_000407,26-35,La Plata,Desktop,Premium,35,47,297.59,115.0,13,20.9,17.2,0.125,40.29,1
user_000408,,Otros,Desktop,Free,245,10,204.55,24.0,2,112.5,10.0,0.054,,0
user_000409,36-45,Otros,Móvil,Basic,162,5,330.87,99.0,9,,15.0,0.443,0.93,0
user_000410,18-25,La Plata,Móvil,Basic,301,20,433.48,119.0,27,65.3,6.2,,1.99,0
user_000411,36-45,Rosario,Móvil,Premium,8,36,223.14,163.0,20,64.5,18.3,0.482,36.0,1
user_000412,46-55,Córdoba,Móvil,Free,249,19,15.17,133.0,26,91.2,3.6,0.287,2.29,0
user_000413,18-25,Otros,Tablet,Basic,92,0,385.28,999.0,25,35.9,5.4,0.007,0.0,0
user_000414,18-25,La Plata,Móvil,Free,174,45,371.19,99.0,26,,6.0,0.422,7.76,1
user_000415,36-45,Mendoza,Desktop,Basic,243,17,149.49,136.0,25,33.0,4.6,0.068,2.1,1
user_000416,26-35,Rosario,Desktop,Free,296,39,251.08,82.0,0,19.1,19.4,0.022,3.95,1
user_000417,26-35,Buenos Aires,Móvil,Free,313,5,83.84,126.0,6,41.7,6.9,0.799,0.48,0
user_000418,26-35,Mendoza,Móvil,Premium,175,9,37.46,100.0,2,65.6,4.5,,1.54,1
user_000419,46-55,La Plata,Móvil,Premium,237,15,198.55,113.0,7,88.8,1.6,0.461,1.9,0
user_000420,36-45,Otros,Móvil,Basic,317,19,468.75,40.0,20,87.7,15.1,0.55,1.8,1
user_000421,26-35,Rosario,Móvil,Premium,303,42,116.72,28.0,7,76.3,7.2,0.167,4.16,0
user_000422,36-45,Córdoba,Móvil,Enterprise,224,37,393.9,121.0,22,71.9,8.1,0.089,4.96,0
user_000423,26-35,Rosario,Móvil,Enterprise,285,48,316.31,15.0,11,77.7,14.3,0.791,5.05,1
user_000424,26-35,Buenos Aires,Móvil,Basic,301,22,404.71,112.0,23,24.0,14.1,0.358,2.19,1
user_000425,26-35,Buenos Aires,Desktop,Basic,297,34,351.55,48.0,18,23.2,7.6,,3.43,1
user_000426,46-55,Rosario,Desktop,Free,225,33,85.96,75.0,26,,8.0,0.001,4.4,1
user_000427,36-45,Mendoza,Desktop,Basic,39,23,390.25,61.0,10,86.8,13.5,0.539,,0
user_000428,18-25,Rosario,Desktop,Free,167,18,168.07,164.0,10,14.1,10.9,0.067,,1
user_000429,18-25,Buenos Aires,Móvil,Free,299,2,289.8,99.0,21,59.3,12.9,0.59,0.2,1
user_000430,26-35,Rosario,,Premium,340,13,331.32,20.0,14,96.3,2.2,0.558,1.15,0
user_000431,46-55,Mendoza,Móvil,Basic,153,33,29.92,18.0,26,37.2,18.9,0.961,,0
user_000432,18-25,Buenos Aires,Móvil,Free,316,42,131.89,160.0,30,22.3,15.2,0.415,3.99,1
user_000433,46-55,Rosario,Desktop,Premium,311,27,442.58,42.0,25,22.5,8.6,,2.6,1
user_000434,36-45,Rosario,Tablet,Premium,285,35,495.82,83.0,27,45.2,15.5,0.431,3.68,1
user_000435,36-45,Rosario,Móvil,Premium,200,47,134.5,115.0,14,,1.0,0.035,7.05,0
user_000436,36-45,Córdoba,Tablet,Free,220,19,492.35,54.0,27,38.5,15.7,0.943,2.59,0
user_000437,56+,Córdoba,Móvil,Basic,224,6,28.49,91.0,4,,8.0,0.582,0.8,0
user_000438,26-35,Buenos Aires,Móvil,Basic,246,13,369.79,83.0,25,58.4,10.3,0.899,,0
user_000439,36-45,Otros,Móvil,Free,6,46,406.09,97.0,2,93.8,18.5,0.334,46.0,0
user_000440,26-35,La Plata,Desktop,Free,143,41,426.24,2.0,20,93.5,8.3,0.305,8.6,1
user_000441,26-35,Rosario,Móvil,Basic,344,9,34.75,100.0,14,90.6,11.9,0.09,0.78,0
user_000442,26-35,Córdoba,Móvil,Free,144,36,375.2,140.0,12,32.2,8.6,,7.5,1
user_000443,18-25,Buenos Aires,Móvil,Basic,8,41,289.95,143.0,19,119.7,11.0,0.242,41.0,0
user_000444,46-55,Buenos Aires,Tablet,Free,229,42,212.66,93.0,11,23.7,7.5,,,1
user_000445,18-25,Buenos Aires,Desktop,Premium,209,39,81.45,11.0,29,98.4,4.8,,5.6,1
user_000446,18-25,Buenos Aires,Tablet,Premium,322,18,16.73,177.0,25,14.2,9.6,,1.68,1
user_000447,36-45,Buenos Aires,Móvil,Premium,258,35,246.68,36.0,22,84.2,1.3,0.583,4.07,0
user_000448,36-45,Buenos Aires,Móvil,Free,26,44,312.8,13.0,14,78.9,1.2,0.389,44.0,0
user_000449,36-45,Otros,Móvil,Free,227,18,435.03,166.0,12,,8.2,0.977,,1
user_000450,56+,Córdoba,Móvil,Free,315,12,255.32,117.0,17,111.2,1.4,0.247,1.14,0
user_000451,26-35,Córdoba,Desktop,Free,94,43,182.44,160.0,9,29.1,19.6,0.501,,0
user_000452,36-45,La Plata,Desktop,Premium,334,1,472.63,71.0,7,19.1,18.0,,0.09,1
user_000453,36-45,Córdoba,Desktop,Premium,321,43,121.44,61.0,18,19.2,19.4,0.91,4.02,0
user_000454,26-35,Buenos Aires,Desktop,Basic,197,43,402.05,35.0,9,82.9,18.1,,6.55,0
user_000455,56+,Otros,Móvil,Premium,145,10,165.57,142.0,17,113.9,3.2,0.318,2.07,0
user_000456,36-45,Mendoza,Desktop,Basic,291,26,158.64,163.0,29,,3.9,,2.68,0
user_000457,,Mendoza,Desktop,Free,298,36,310.06,152.0,7,28.5,1.5,0.079,3.62,0
user_000458,18-25,La Plata,Móvil,Basic,121,11,427.54,125.0,15,17.4,4.7,0.032,2.73,1
user_000459,56+,,Móvil,Basic,358,12,381.31,16.0,5,111.3,19.7,0.867,1.01,1
user_000460,36-45,La Plata,Desktop,Basic,115,49,30.49,97.0,23,38.2,12.6,,12.78,1
user_000461,36-45,Rosario,Desktop,Free,61,6,231.29,10.0,28,119.5,10.9,0.396,,0
user_000462,36-45,Córdoba,Desktop,Free,345,18,225.38,77.0,24,99.5,9.8,0.422,,0
user_000463,56+,Rosario,Tablet,Basic,52,41,231.33,128.0,3,,12.1,,23.65,0
user_000464,18-25,Córdoba,Móvil,Free,86,37,449.34,51.0,28,55.1,5.8,0.692,12.91,1
user_000465,46-55,Mendoza,Móvil,Free,1,28,320.7,21.0,16,85.2,14.8,,28.0,0
user_000466,56+,Córdoba,Móvil,Premium,52,21,287.09,168.0,27,18.9,17.5,0.179,12.12,0
user_000467,18-25,Buenos Aires,Desktop,Enterprise,1,18,316.96,30.0,28,16.7,4.9,0.623,18.0,1
user_000468,18-25,Córdoba,Móvil,Premium,236,38,442.52,60.0,6,71.1,10.0,0.41,4.83,0
user_000469,36-45,Buenos Aires,Desktop,Free,325,40,283.2,53.0,1,23.0,2.0,,,0
user_000470,46-55,Rosario,Desktop,Free,291,5,34.03,106.0,5,20.2,6.4,0.661,0.52,0
user_000471,,Mendoza,Móvil,Basic,7,37,186.49,9.0,2,92.5,7.1,,,1
user_000472,46-55,La Plata,Móvil,Basic,331,7,350.36,70.0,10,63.7,11.0,0.696,0.63,1
user_000473,,Rosario,Tablet,Basic,52,5,246.99,176.0,19,112.1,19.7,,2.88,0
user_000474,46-55,Buenos Aires,Móvil,Basic,54,8,311.0,127.0,16,87.8,10.5,,4.44,1
user_000475,26-35,Buenos Aires,Móvil,Free,53,29,316.48,30.0,23,101.9,16.2,0.999,16.42,0
user_000476,18-25,Buenos Aires,Desktop,Free,154,40,108.58,72.0,8,95.0,6.8,0.507,7.79,0
user_000477,46-55,Buenos Aires,Móvil,Free,200,36,311.84,7.0,26,21.9,7.3,0.338,5.4,1
user_000478,26-35,Córdoba,Móvil,Free,21,9,317.33,137.0,28,40.9,15.9,,,0
user_000479,46-55,Buenos Aires,Desktop,Free,337,34,19.17,147.0,21,,18.4,0.796,,0
user_000480,56+,Buenos Aires,Móvil,Enterprise,332,40,271.79,42.0,18,73.1,4.6,0.117,3.61,1
user_000481,36-45,Buenos Aires,Móvil,Basic,208,31,439.75,,14,99.7,6.7,,,0
user_000482,18-25,Mendoza,Desktop,Premium,276,28,257.94,123.0,28,60.5,4.6,0.924,3.04,1
user_000483,26-35,Buenos Aires,Desktop,Free,97,33,341.59,33.0,6,87.2,9.7,0.714,,1
user_000484,18-25,Buenos Aires,Móvil,Premium,98,5,173.31,11.0,3,62.9,13.5,0.312,,0
user_000485,46-55,Rosario,Móvil,Free,70,18,145.56,81.0,24,53.5,3.2,0.149,7.71,1
user_000486,18-25,Otros,Móvil,Free,225,34,181.66,81.0,8,,14.4,0.283,4.53,0
user_000487,,,Desktop,Basic,240,3,73.74,120.0,28,81.4,3.0,0.054,0.38,1
user_000488,26-35,Mendoza,Desktop,Basic,147,44,352.69,157.0,11,38.2,16.5,0.713,8.98,0
user_000489,46-55,Buenos Aires,Tablet,Premium,22,36,74.58,178.0,14,,6.9,0.644,36.0,0
user_000490,26-35,Otros,Móvil,Premium,127,16,457.3,100.0,5,84.3,13.6,0.789,,1
user_000491,26-35,Buenos Aires,Móvil,Free,199,29,424.43,72.0,24,42.5,11.9,0.508,4.37,1
user_000492,46-55,,Móvil,Basic,158,50,158.04,118.0,12,71.3,5.5,0.244,9.49,0
user_000493,56+,Córdoba,Móvil,Premium,284,37,221.26,111.0,18,94.7,11.3,0.236,,0
user_000494,36-45,Mendoza,Desktop,Premium,26,7,300.16,118.0,10,67.1,16.6,0.176,7.0,0
user_000495,18-25,Buenos Aires,Desktop,Premium,158,24,170.43,165.0,21,8.3,5.1,0.139,4.56,1
user_000496,56+,Rosario,Móvil,Free,68,9,231.96,74.0,12,74.3,9.5,0.206,,0
user_000497,26-35,Mendoza,Desktop,Premium,203,27,361.72,88.0,2,70.3,12.6,0.51,3.99,0
user_000498,46-55,Buenos Aires,Tablet,Enterprise,300,0,354.64,999.0,26,117.5,3.1,0.282,0.0,1
user_000499,26-35,Mendoza,Móvil,Free,350,24,208.96,111.0,17,26.1,4.3,0.139,2.06,0
user_000500,26-35,Otros,Desktop,Free,81,42,71.52,2.0,2,78.2,3.7,0.885,15.56,0
user_000501,26-35,Otros,Móvil,Basic,29,26,431.47,178.0,19,111.7,12.8,,26.0,1
user_000502,36-45,,Móvil,Free,148,38,13.64,127.0,27,88.0,14.5,0.269,7.7,1
user_000503,36-45,Buenos Aires,Móvil,Basic,86,23,65.45,123.0,30,83.2,3.7,0.731,8.02,1
user_000504,26-35,Buenos Aires,Desktop,Free,222,30,319.02,169.0,30,80.6,14.0,,4.05,0
user_000505,26-35,Buenos Aires,Móvil,Premium,69,30,232.48,120.0,18,88.3,9.0,0.961,13.04,0
user_000506,26-35,Buenos Aires,Tablet,Premium,215,46,394.66,66.0,1,75.9,12.0,0.573,6.42,0
user_000507,56+,La Plata,Desktop,Free,29,5,72.14,19.0,27,94.3,5.8,0.616,,0
user_000508,46-55,Buenos Aires,Móvil,Free,225,37,372.09,168.0,14,45.0,4.3,,,0
user_000509,26-35,Mendoza,Desktop,Free,245,5,484.0,152.0,29,98.8,16.9,,,1
user_000510,46-55,Buenos Aires,Móvil,Basic,154,13,293.1,88.0,1,77.4,15.4,,2.53,0
user_000511,26-35,Córdoba,Móvil,Premium,280,34,124.49,174.0,22,47.4,6.0,0.53,3.64,0
user_000512,18-25,Otros,Móvil,Basic,143,33,344.61,10.0,3,110.2,13.1,0.956,6.92,1
user_000513,36-45,Rosario,Móvil,Free,144,6,135.12,149.0,12,55.9,13.8,0.242,,0
